,allInPings,assistMePings,assists,baronKills,basicPings,bountyLevel,challenges,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,missions,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerScore0,playerScore1,playerScore10,playerScore11,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdGameName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
turretTakedowns,1,17,10,0,0,0,1,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
turretsTakenWithRiftHerald,1,17,10,0,0,0,0,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
twentyMinionsIn3SecondsCount,1,17,10,0,0,0,0,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
twoWardsOneSweeperCount,1,17,10,0,0,0,0,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
unseenRecalls,1,17,10,0,0,0,0,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
visionScoreAdvantageLaneOpponent,1,17,10,0,0,0,-0.421856164932251,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
visionScorePerMinute,1,17,10,0,0,0,0.5787786063554685,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
wardTakedowns,1,17,10,0,0,0,2,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
wardTakedownsBefore20M,1,17,10,0,0,0,2,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
wardsGuarded,1,17,10,0,0,0,2,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore0,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore1,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore10,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore11,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore2,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore3,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore4,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore5,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore6,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore7,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore8,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
playerScore9,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,0.0,0,0,0,0,0,0,0,3,1,0,,33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
statPerks,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,"{'defense': 5002, 'flex': 5008, 'offense': 5005}",33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
styles,1,17,10,0,0,0,,18487,18,17,Teemo,0,0,4,6230,9237,6230,16561,0,12,0,0,0,True,3,2,False,True,False,False,False,True,0,13890,12200,0,TOP,0,0,2,1058,3115,6653,3006,3165,3145,3340,22,1,7,JUNGLE,0,2,1,347,136936,19297,7118,,0,0,0,0,0,0,0,3,1,0,"[{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 601, 'var2': 432, 'var3': 168}, {'perk': 9111, 'var1': 1040, 'var2': 340, 'var3': 0}, {'perk': 9104, 'var1': 24, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 354, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8236, 'var1': 48, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 804, 'var3': 0}], 'style': 8200}]",33105,2093,21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,W9CCeQSAWZzRC4oa7HIyhfcDbub49Lmbx5CVpIWy9r8DT1AX9LTmZ0Rbuegt6Y4iTNTcNGNks_oYtA,0,KevXin99,NA1,NONE,0,66,71,0,79,0,6,4,7,7,HBjFcXIDtQ_NsxfBk2F929_PXFLQ5fycTuEXEqdR7PCzR-CyzFLs-G-M-A,91,KevXin99,False,100,TOP,66,2199,0,182722,21502,0,30064,0,3143,611,176,637,404,4,0,12681,111,1486,1,1,9,0,0,21,0,2,11,False
